Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Hour of Request,Request Time Slot,Trip Duration (mins),Ride Outcome,Request Weekday
3797,Airport,NULL,No Cars Available,2016-07-13 20:56:07,NULL,20,Evening,NULL,Failed,Wednesday
3800,Airport,NULL,No Cars Available,2016-07-13 20:56:26,NULL,20,Evening,NULL,Failed,Wednesday
3803,Airport,NULL,No Cars Available,2016-07-13 20:58:17,NULL,20,Evening,NULL,Failed,Wednesday
3799,City,NULL,No Cars Available,2016-07-13 20:58:40,NULL,20,Evening,NULL,Failed,Wednesday
3802,Airport,NULL,No Cars Available,2016-07-13 21:00:00,NULL,21,Night,NULL,Failed,Wednesday
3811,Airport,NULL,No Cars Available,2016-07-13 21:02:40,NULL,21,Night,NULL,Failed,Wednesday
3805,Airport,NULL,No Cars Available,2016-07-13 21:03:19,NULL,21,Night,NULL,Failed,Wednesday
3815,Airport,NULL,No Cars Available,2016-07-13 21:07:33,NULL,21,Night,NULL,Failed,Wednesday
3812,City,NULL,No Cars Available,2016-07-13 21:09:20,NULL,21,Night,NULL,Failed,Wednesday
3816,Airport,NULL,No Cars Available,2016-07-13 21:09:28,NULL,21,Night,NULL,Failed,Wednesday
3821,Airport,NULL,No Cars Available,2016-07-13 21:10:59,NULL,21,Night,NULL,Failed,Wednesday
3814,Airport,NULL,No Cars Available,2016-07-13 21:11:29,NULL,21,Night,NULL,Failed,Wednesday
3829,Airport,NULL,No Cars Available,2016-07-13 21:13:20,NULL,21,Night,NULL,Failed,Wednesday
3825,Airport,NULL,No Cars Available,2016-07-13 21:14:01,NULL,21,Night,NULL,Failed,Wednesday
3833,Airport,NULL,No Cars Available,2016-07-13 21:18:49,NULL,21,Night,NULL,Failed,Wednesday
3823,Airport,NULL,No Cars Available,2016-07-13 21:20:00,NULL,21,Night,NULL,Failed,Wednesday
3828,City,NULL,No Cars Available,2016-07-13 21:20:59,NULL,21,Night,NULL,Failed,Wednesday
3836,Airport,NULL,No Cars Available,2016-07-13 21:21:26,NULL,21,Night,NULL,Failed,Wednesday
3824,Airport,NULL,No Cars Available,2016-07-13 21:22:11,NULL,21,Night,NULL,Failed,Wednesday
3832,Airport,NULL,No Cars Available,2016-07-13 21:23:59,NULL,21,Night,NULL,Failed,Wednesday
3846,Airport,NULL,No Cars Available,2016-07-13 21:25:46,NULL,21,Night,NULL,Failed,Wednesday
3837,Airport,NULL,No Cars Available,2016-07-13 21:27:41,NULL,21,Night,NULL,Failed,Wednesday
3835,Airport,NULL,No Cars Available,2016-07-13 21:27:42,NULL,21,Night,NULL,Failed,Wednesday
3838,Airport,NULL,No Cars Available,2016-07-13 21:28:20,NULL,21,Night,NULL,Failed,Wednesday
3844,Airport,NULL,No Cars Available,2016-07-13 21:28:29,NULL,21,Night,NULL,Failed,Wednesday
3845,Airport,NULL,No Cars Available,2016-07-13 21:30:19,NULL,21,Night,NULL,Failed,Wednesday
3842,Airport,NULL,No Cars Available,2016-07-13 21:33:44,NULL,21,Night,NULL,Failed,Wednesday
3853,Airport,NULL,No Cars Available,2016-07-13 21:34:46,NULL,21,Night,NULL,Failed,Wednesday
3848,Airport,NULL,No Cars Available,2016-07-13 21:34:47,NULL,21,Night,NULL,Failed,Wednesday
3860,Airport,NULL,No Cars Available,2016-07-13 21:36:01,NULL,21,Night,NULL,Failed,Wednesday
3855,Airport,NULL,No Cars Available,2016-07-13 21:36:25,NULL,21,Night,NULL,Failed,Wednesday
3862,City,NULL,No Cars Available,2016-07-13 21:37:00,NULL,21,Night,NULL,Failed,Wednesday
3854,Airport,NULL,No Cars Available,2016-07-13 21:37:17,NULL,21,Night,NULL,Failed,Wednesday
3851,Airport,NULL,No Cars Available,2016-07-13 21:38:06,NULL,21,Night,NULL,Failed,Wednesday
3858,Airport,NULL,No Cars Available,2016-07-13 21:38:48,NULL,21,Night,NULL,Failed,Wednesday
3869,Airport,NULL,No Cars Available,2016-07-13 21:43:47,NULL,21,Night,NULL,Failed,Wednesday
3864,Airport,NULL,No Cars Available,2016-07-13 21:45:06,NULL,21,Night,NULL,Failed,Wednesday
3861,Airport,NULL,No Cars Available,2016-07-13 21:47:25,NULL,21,Night,NULL,Failed,Wednesday
3873,Airport,NULL,No Cars Available,2016-07-13 21:47:58,NULL,21,Night,NULL,Failed,Wednesday
3868,Airport,NULL,No Cars Available,2016-07-13 21:48:20,NULL,21,Night,NULL,Failed,Wednesday
3870,Airport,NULL,No Cars Available,2016-07-13 21:48:57,NULL,21,Night,NULL,Failed,Wednesday
3871,Airport,NULL,No Cars Available,2016-07-13 21:49:18,NULL,21,Night,NULL,Failed,Wednesday
3884,Airport,NULL,No Cars Available,2016-07-13 21:51:47,NULL,21,Night,NULL,Failed,Wednesday
3878,Airport,NULL,No Cars Available,2016-07-13 21:51:55,NULL,21,Night,NULL,Failed,Wednesday
3894,Airport,NULL,No Cars Available,2016-07-13 21:52:24,NULL,21,Night,NULL,Failed,Wednesday
3885,Airport,NULL,No Cars Available,2016-07-13 21:53:07,NULL,21,Night,NULL,Failed,Wednesday
3877,Airport,NULL,No Cars Available,2016-07-13 21:53:34,NULL,21,Night,NULL,Failed,Wednesday
3886,Airport,NULL,No Cars Available,2016-07-13 21:53:48,NULL,21,Night,NULL,Failed,Wednesday
3874,Airport,NULL,No Cars Available,2016-07-13 21:54:13,NULL,21,Night,NULL,Failed,Wednesday
3893,Airport,NULL,No Cars Available,2016-07-13 21:56:38,NULL,21,Night,NULL,Failed,Wednesday
3891,Airport,NULL,No Cars Available,2016-07-13 21:57:08,NULL,21,Night,NULL,Failed,Wednesday
3888,Airport,NULL,No Cars Available,2016-07-13 21:57:45,NULL,21,Night,NULL,Failed,Wednesday
3876,Airport,NULL,No Cars Available,2016-07-13 21:58:16,NULL,21,Night,NULL,Failed,Wednesday
3875,Airport,NULL,No Cars Available,2016-07-13 21:59:13,NULL,21,Night,NULL,Failed,Wednesday
3898,Airport,NULL,No Cars Available,2016-07-13 21:59:30,NULL,21,Night,NULL,Failed,Wednesday
3895,Airport,NULL,No Cars Available,2016-07-13 22:01:49,NULL,22,Night,NULL,Failed,Wednesday
3900,Airport,NULL,No Cars Available,2016-07-13 22:03:00,NULL,22,Night,NULL,Failed,Wednesday
3904,Airport,NULL,No Cars Available,2016-07-13 22:03:45,NULL,22,Night,NULL,Failed,Wednesday
3892,Airport,NULL,No Cars Available,2016-07-13 22:05:11,NULL,22,Night,NULL,Failed,Wednesday
3899,Airport,NULL,No Cars Available,2016-07-13 22:05:37,NULL,22,Night,NULL,Failed,Wednesday
3910,Airport,NULL,No Cars Available,2016-07-13 22:05:57,NULL,22,Night,NULL,Failed,Wednesday
3901,Airport,NULL,No Cars Available,2016-07-13 22:09:27,NULL,22,Night,NULL,Failed,Wednesday
3902,Airport,NULL,No Cars Available,2016-07-13 22:09:31,NULL,22,Night,NULL,Failed,Wednesday
3903,Airport,NULL,No Cars Available,2016-07-13 22:11:11,NULL,22,Night,NULL,Failed,Wednesday
3906,Airport,NULL,No Cars Available,2016-07-13 22:12:01,NULL,22,Night,NULL,Failed,Wednesday
3907,Airport,NULL,No Cars Available,2016-07-13 22:12:13,NULL,22,Night,NULL,Failed,Wednesday
3918,City,NULL,No Cars Available,2016-07-13 22:12:25,NULL,22,Night,NULL,Failed,Wednesday
3912,Airport,NULL,No Cars Available,2016-07-13 22:12:35,NULL,22,Night,NULL,Failed,Wednesday
3928,City,NULL,No Cars Available,2016-07-13 22:14:33,NULL,22,Night,NULL,Failed,Wednesday
3911,Airport,NULL,No Cars Available,2016-07-13 22:14:56,NULL,22,Night,NULL,Failed,Wednesday
3923,City,NULL,No Cars Available,2016-07-13 22:18:14,NULL,22,Night,NULL,Failed,Wednesday
3922,City,NULL,No Cars Available,2016-07-13 22:18:36,NULL,22,Night,NULL,Failed,Wednesday
3931,Airport,NULL,No Cars Available,2016-07-13 22:21:30,NULL,22,Night,NULL,Failed,Wednesday
3930,City,NULL,No Cars Available,2016-07-13 22:22:57,NULL,22,Night,NULL,Failed,Wednesday
3921,City,NULL,No Cars Available,2016-07-13 22:23:03,NULL,22,Night,NULL,Failed,Wednesday
3926,Airport,NULL,No Cars Available,2016-07-13 22:23:25,NULL,22,Night,NULL,Failed,Wednesday
3919,Airport,NULL,No Cars Available,2016-07-13 22:23:26,NULL,22,Night,NULL,Failed,Wednesday
3933,Airport,NULL,No Cars Available,2016-07-13 22:27:01,NULL,22,Night,NULL,Failed,Wednesday
3937,City,NULL,No Cars Available,2016-07-13 22:28:10,NULL,22,Night,NULL,Failed,Wednesday
3929,Airport,NULL,No Cars Available,2016-07-13 22:28:45,NULL,22,Night,NULL,Failed,Wednesday
3941,City,NULL,No Cars Available,2016-07-13 22:30:11,NULL,22,Night,NULL,Failed,Wednesday
3936,City,NULL,No Cars Available,2016-07-13 22:30:44,NULL,22,Night,NULL,Failed,Wednesday
3946,Airport,NULL,No Cars Available,2016-07-13 22:36:50,NULL,22,Night,NULL,Failed,Wednesday
3938,City,NULL,No Cars Available,2016-07-13 22:37:24,NULL,22,Night,NULL,Failed,Wednesday
3949,City,NULL,No Cars Available,2016-07-13 22:40:37,NULL,22,Night,NULL,Failed,Wednesday
3958,Airport,NULL,No Cars Available,2016-07-13 22:46:01,NULL,22,Night,NULL,Failed,Wednesday
3951,Airport,NULL,No Cars Available,2016-07-13 22:46:03,NULL,22,Night,NULL,Failed,Wednesday
3962,City,NULL,No Cars Available,2016-07-13 22:47:26,NULL,22,Night,NULL,Failed,Wednesday
3961,City,NULL,No Cars Available,2016-07-13 22:50:57,NULL,22,Night,NULL,Failed,Wednesday
3963,Airport,NULL,No Cars Available,2016-07-13 22:55:25,NULL,22,Night,NULL,Failed,Wednesday
3967,City,NULL,No Cars Available,2016-07-13 22:57:16,NULL,22,Night,NULL,Failed,Wednesday
3968,Airport,NULL,No Cars Available,2016-07-13 22:59:34,NULL,22,Night,NULL,Failed,Wednesday
3971,City,NULL,No Cars Available,2016-07-13 22:59:42,NULL,22,Night,NULL,Failed,Wednesday
3972,City,NULL,No Cars Available,2016-07-13 23:00:38,NULL,23,Night,NULL,Failed,Wednesday
3975,City,NULL,No Cars Available,2016-07-13 23:04:37,NULL,23,Night,NULL,Failed,Wednesday
3976,City,NULL,No Cars Available,2016-07-13 23:07:56,NULL,23,Night,NULL,Failed,Wednesday
3980,City,NULL,No Cars Available,2016-07-13 23:16:12,NULL,23,Night,NULL,Failed,Wednesday
3984,Airport,NULL,No Cars Available,2016-07-13 23:17:02,NULL,23,Night,NULL,Failed,Wednesday
3986,Airport,NULL,No Cars Available,2016-07-13 23:17:29,NULL,23,Night,NULL,Failed,Wednesday
3988,City,NULL,No Cars Available,2016-07-13 23:23:36,NULL,23,Night,NULL,Failed,Wednesday
3995,City,NULL,No Cars Available,2016-07-13 23:36:17,NULL,23,Night,NULL,Failed,Wednesday
3998,Airport,NULL,No Cars Available,2016-07-13 23:39:08,NULL,23,Night,NULL,Failed,Wednesday
4001,City,NULL,No Cars Available,2016-07-13 23:39:52,NULL,23,Night,NULL,Failed,Wednesday
4006,City,NULL,No Cars Available,2016-07-13 23:45:17,NULL,23,Night,NULL,Failed,Wednesday
4000,City,NULL,No Cars Available,2016-07-13 23:47:49,NULL,23,Night,NULL,Failed,Wednesday
4017,City,NULL,No Cars Available,2016-07-13 23:50:18,NULL,23,Night,NULL,Failed,Wednesday
4010,Airport,NULL,No Cars Available,2016-07-13 23:50:50,NULL,23,Night,NULL,Failed,Wednesday
4015,City,NULL,No Cars Available,2016-07-13 23:52:32,NULL,23,Night,NULL,Failed,Wednesday
4013,City,NULL,No Cars Available,2016-07-13 23:53:32,NULL,23,Night,NULL,Failed,Wednesday
4014,City,NULL,No Cars Available,2016-07-13 23:56:55,NULL,23,Night,NULL,Failed,Wednesday
4016,City,NULL,No Cars Available,2016-07-13 23:59:02,NULL,23,Night,NULL,Failed,Wednesday
4028,City,NULL,No Cars Available,2016-07-14 00:09:03,NULL,0,Late Night,NULL,Failed,Thursday
4029,City,NULL,No Cars Available,2016-07-14 00:14:26,NULL,0,Late Night,NULL,Failed,Thursday
4032,City,NULL,No Cars Available,2016-07-14 00:15:43,NULL,0,Late Night,NULL,Failed,Thursday
4033,Airport,NULL,No Cars Available,2016-07-14 00:25:33,NULL,0,Late Night,NULL,Failed,Thursday
4034,City,NULL,No Cars Available,2016-07-14 00:29:50,NULL,0,Late Night,NULL,Failed,Thursday
4035,Airport,NULL,No Cars Available,2016-07-14 00:31:24,NULL,0,Late Night,NULL,Failed,Thursday
4036,Airport,NULL,No Cars Available,2016-07-14 00:31:57,NULL,0,Late Night,NULL,Failed,Thursday
4038,Airport,NULL,No Cars Available,2016-07-14 00:34:22,NULL,0,Late Night,NULL,Failed,Thursday
4042,Airport,NULL,No Cars Available,2016-07-14 00:39:13,NULL,0,Late Night,NULL,Failed,Thursday
4044,Airport,NULL,No Cars Available,2016-07-14 00:51:37,NULL,0,Late Night,NULL,Failed,Thursday
4046,City,NULL,No Cars Available,2016-07-14 00:57:03,NULL,0,Late Night,NULL,Failed,Thursday
4047,City,NULL,No Cars Available,2016-07-14 01:00:53,NULL,1,Late Night,NULL,Failed,Thursday
4048,Airport,NULL,No Cars Available,2016-07-14 01:03:27,NULL,1,Late Night,NULL,Failed,Thursday
4050,City,NULL,No Cars Available,2016-07-14 01:10:22,NULL,1,Late Night,NULL,Failed,Thursday
4053,Airport,NULL,No Cars Available,2016-07-14 01:15:26,NULL,1,Late Night,NULL,Failed,Thursday
4052,City,NULL,No Cars Available,2016-07-14 01:16:34,NULL,1,Late Night,NULL,Failed,Thursday
4055,City,NULL,No Cars Available,2016-07-14 01:22:56,NULL,1,Late Night,NULL,Failed,Thursday
4054,City,NULL,No Cars Available,2016-07-14 01:23:08,NULL,1,Late Night,NULL,Failed,Thursday
4056,City,NULL,No Cars Available,2016-07-14 01:25:25,NULL,1,Late Night,NULL,Failed,Thursday
4058,Airport,NULL,No Cars Available,2016-07-14 01:27:38,NULL,1,Late Night,NULL,Failed,Thursday
4057,City,NULL,No Cars Available,2016-07-14 01:29:49,NULL,1,Late Night,NULL,Failed,Thursday
4061,City,NULL,No Cars Available,2016-07-14 01:33:55,NULL,1,Late Night,NULL,Failed,Thursday
4059,City,NULL,No Cars Available,2016-07-14 01:35:55,NULL,1,Late Night,NULL,Failed,Thursday
4063,City,NULL,No Cars Available,2016-07-14 01:36:26,NULL,1,Late Night,NULL,Failed,Thursday
4062,Airport,NULL,No Cars Available,2016-07-14 01:42:36,NULL,1,Late Night,NULL,Failed,Thursday
4064,City,NULL,No Cars Available,2016-07-14 01:48:00,NULL,1,Late Night,NULL,Failed,Thursday
4068,Airport,NULL,No Cars Available,2016-07-14 01:59:16,NULL,1,Late Night,NULL,Failed,Thursday
4067,City,NULL,No Cars Available,2016-07-14 02:00:05,NULL,2,Late Night,NULL,Failed,Thursday
4069,City,NULL,No Cars Available,2016-07-14 02:02:39,NULL,2,Late Night,NULL,Failed,Thursday
4071,City,NULL,No Cars Available,2016-07-14 02:03:03,NULL,2,Late Night,NULL,Failed,Thursday
4070,City,NULL,No Cars Available,2016-07-14 02:03:04,NULL,2,Late Night,NULL,Failed,Thursday
4072,City,NULL,No Cars Available,2016-07-14 02:04:37,NULL,2,Late Night,NULL,Failed,Thursday
4076,Airport,NULL,No Cars Available,2016-07-14 02:16:28,NULL,2,Late Night,NULL,Failed,Thursday
4074,City,NULL,No Cars Available,2016-07-14 02:18:01,NULL,2,Late Night,NULL,Failed,Thursday
4080,Airport,NULL,No Cars Available,2016-07-14 02:29:31,NULL,2,Late Night,NULL,Failed,Thursday
4083,City,NULL,No Cars Available,2016-07-14 02:35:50,NULL,2,Late Night,NULL,Failed,Thursday
4086,City,NULL,No Cars Available,2016-07-14 02:46:05,NULL,2,Late Night,NULL,Failed,Thursday
4089,City,NULL,No Cars Available,2016-07-14 02:52:38,NULL,2,Late Night,NULL,Failed,Thursday
4088,City,NULL,No Cars Available,2016-07-14 02:53:34,NULL,2,Late Night,NULL,Failed,Thursday
4090,Airport,NULL,No Cars Available,2016-07-14 02:55:11,NULL,2,Late Night,NULL,Failed,Thursday
4095,Airport,NULL,No Cars Available,2016-07-14 03:10:03,NULL,3,Late Night,NULL,Failed,Thursday
4096,City,NULL,No Cars Available,2016-07-14 03:13:22,NULL,3,Late Night,NULL,Failed,Thursday
4099,City,NULL,No Cars Available,2016-07-14 03:22:45,NULL,3,Late Night,NULL,Failed,Thursday
4100,Airport,NULL,No Cars Available,2016-07-14 03:30:27,NULL,3,Late Night,NULL,Failed,Thursday
4101,City,NULL,No Cars Available,2016-07-14 03:31:37,NULL,3,Late Night,NULL,Failed,Thursday
4104,Airport,NULL,No Cars Available,2016-07-14 03:38:21,NULL,3,Late Night,NULL,Failed,Thursday
4102,Airport,NULL,No Cars Available,2016-07-14 03:38:51,NULL,3,Late Night,NULL,Failed,Thursday
4103,Airport,NULL,No Cars Available,2016-07-14 03:39:43,NULL,3,Late Night,NULL,Failed,Thursday
4106,City,NULL,No Cars Available,2016-07-14 03:45:15,NULL,3,Late Night,NULL,Failed,Thursday
4107,City,NULL,No Cars Available,2016-07-14 03:51:51,NULL,3,Late Night,NULL,Failed,Thursday
4110,Airport,NULL,No Cars Available,2016-07-14 03:58:07,NULL,3,Late Night,NULL,Failed,Thursday
4113,City,NULL,No Cars Available,2016-07-14 04:00:13,NULL,4,Early Morning,NULL,Failed,Thursday
4109,City,NULL,No Cars Available,2016-07-14 04:02:26,NULL,4,Early Morning,NULL,Failed,Thursday
4112,Airport,NULL,No Cars Available,2016-07-14 04:03:52,NULL,4,Early Morning,NULL,Failed,Thursday
4111,City,NULL,No Cars Available,2016-07-14 04:06:34,NULL,4,Early Morning,NULL,Failed,Thursday
4115,City,NULL,No Cars Available,2016-07-14 04:11:42,NULL,4,Early Morning,NULL,Failed,Thursday
4116,Airport,NULL,No Cars Available,2016-07-14 04:13:48,NULL,4,Early Morning,NULL,Failed,Thursday
4120,City,NULL,No Cars Available,2016-07-14 04:27:49,NULL,4,Early Morning,NULL,Failed,Thursday
4123,City,NULL,No Cars Available,2016-07-14 04:38:53,NULL,4,Early Morning,NULL,Failed,Thursday
4131,City,NULL,No Cars Available,2016-07-14 04:41:23,NULL,4,Early Morning,NULL,Failed,Thursday
4124,City,NULL,No Cars Available,2016-07-14 04:41:36,NULL,4,Early Morning,NULL,Failed,Thursday
4127,City,NULL,No Cars Available,2016-07-14 04:46:22,NULL,4,Early Morning,NULL,Failed,Thursday
4132,City,NULL,No Cars Available,2016-07-14 04:46:47,NULL,4,Early Morning,NULL,Failed,Thursday
4139,City,NULL,No Cars Available,2016-07-14 04:48:44,NULL,4,Early Morning,NULL,Failed,Thursday
4135,Airport,NULL,No Cars Available,2016-07-14 04:49:00,NULL,4,Early Morning,NULL,Failed,Thursday
4138,City,NULL,No Cars Available,2016-07-14 04:49:41,NULL,4,Early Morning,NULL,Failed,Thursday
4142,City,NULL,No Cars Available,2016-07-14 04:50:32,NULL,4,Early Morning,NULL,Failed,Thursday
4152,City,NULL,No Cars Available,2016-07-14 04:55:34,NULL,4,Early Morning,NULL,Failed,Thursday
4149,City,NULL,No Cars Available,2016-07-14 04:59:37,NULL,4,Early Morning,NULL,Failed,Thursday
4159,Airport,NULL,No Cars Available,2016-07-14 05:05:36,NULL,5,Early Morning,NULL,Failed,Thursday
4172,City,NULL,No Cars Available,2016-07-14 05:17:05,NULL,5,Early Morning,NULL,Failed,Thursday
4190,City,NULL,No Cars Available,2016-07-14 05:21:22,NULL,5,Early Morning,NULL,Failed,Thursday
4193,City,NULL,No Cars Available,2016-07-14 05:25:23,NULL,5,Early Morning,NULL,Failed,Thursday
4181,City,NULL,No Cars Available,2016-07-14 05:25:50,NULL,5,Early Morning,NULL,Failed,Thursday
4191,City,NULL,No Cars Available,2016-07-14 05:32:02,NULL,5,Early Morning,NULL,Failed,Thursday
4200,City,NULL,No Cars Available,2016-07-14 05:32:43,NULL,5,Early Morning,NULL,Failed,Thursday
4208,City,NULL,No Cars Available,2016-07-14 05:39:05,NULL,5,Early Morning,NULL,Failed,Thursday
4219,City,NULL,No Cars Available,2016-07-14 05:42:18,NULL,5,Early Morning,NULL,Failed,Thursday
4220,City,NULL,No Cars Available,2016-07-14 05:43:43,NULL,5,Early Morning,NULL,Failed,Thursday
4217,City,NULL,No Cars Available,2016-07-14 05:45:53,NULL,5,Early Morning,NULL,Failed,Thursday
4237,City,NULL,No Cars Available,2016-07-14 05:52:54,NULL,5,Early Morning,NULL,Failed,Thursday
4228,City,NULL,No Cars Available,2016-07-14 05:53:49,NULL,5,Early Morning,NULL,Failed,Thursday
4240,City,NULL,No Cars Available,2016-07-14 05:56:28,NULL,5,Early Morning,NULL,Failed,Thursday
4229,City,NULL,No Cars Available,2016-07-14 05:56:44,NULL,5,Early Morning,NULL,Failed,Thursday
4246,City,NULL,No Cars Available,2016-07-14 05:58:24,NULL,5,Early Morning,NULL,Failed,Thursday
4244,City,NULL,No Cars Available,2016-07-14 06:00:16,NULL,6,Early Morning,NULL,Failed,Thursday
4241,City,NULL,No Cars Available,2016-07-14 06:01:09,NULL,6,Early Morning,NULL,Failed,Thursday
4247,City,NULL,No Cars Available,2016-07-14 06:03:24,NULL,6,Early Morning,NULL,Failed,Thursday
4256,City,NULL,No Cars Available,2016-07-14 06:05:59,NULL,6,Early Morning,NULL,Failed,Thursday
4259,City,NULL,No Cars Available,2016-07-14 06:10:09,NULL,6,Early Morning,NULL,Failed,Thursday
4265,City,NULL,No Cars Available,2016-07-14 06:12:03,NULL,6,Early Morning,NULL,Failed,Thursday
4261,City,NULL,No Cars Available,2016-07-14 06:12:50,NULL,6,Early Morning,NULL,Failed,Thursday
4262,City,NULL,No Cars Available,2016-07-14 06:15:24,NULL,6,Early Morning,NULL,Failed,Thursday
4267,City,NULL,No Cars Available,2016-07-14 06:17:08,NULL,6,Early Morning,NULL,Failed,Thursday
4269,City,NULL,No Cars Available,2016-07-14 06:19:24,NULL,6,Early Morning,NULL,Failed,Thursday
4275,City,NULL,No Cars Available,2016-07-14 06:22:46,NULL,6,Early Morning,NULL,Failed,Thursday
4279,City,NULL,No Cars Available,2016-07-14 06:29:00,NULL,6,Early Morning,NULL,Failed,Thursday
4282,City,NULL,No Cars Available,2016-07-14 06:31:08,NULL,6,Early Morning,NULL,Failed,Thursday
4283,City,NULL,No Cars Available,2016-07-14 06:31:54,NULL,6,Early Morning,NULL,Failed,Thursday
4289,City,NULL,No Cars Available,2016-07-14 06:35:49,NULL,6,Early Morning,NULL,Failed,Thursday
4291,City,NULL,No Cars Available,2016-07-14 06:40:00,NULL,6,Early Morning,NULL,Failed,Thursday
4292,City,NULL,No Cars Available,2016-07-14 06:42:26,NULL,6,Early Morning,NULL,Failed,Thursday
4295,City,NULL,No Cars Available,2016-07-14 06:42:45,NULL,6,Early Morning,NULL,Failed,Thursday
4306,City,NULL,No Cars Available,2016-07-14 06:49:36,NULL,6,Early Morning,NULL,Failed,Thursday
4309,Airport,NULL,No Cars Available,2016-07-14 06:50:07,NULL,6,Early Morning,NULL,Failed,Thursday
4317,City,NULL,No Cars Available,2016-07-14 06:51:18,NULL,6,Early Morning,NULL,Failed,Thursday
4318,City,NULL,No Cars Available,2016-07-14 06:51:23,NULL,6,Early Morning,NULL,Failed,Thursday
4307,City,NULL,No Cars Available,2016-07-14 06:56:08,NULL,6,Early Morning,NULL,Failed,Thursday
4320,City,NULL,No Cars Available,2016-07-14 07:02:37,NULL,7,Early Morning,NULL,Failed,Thursday
4324,City,NULL,No Cars Available,2016-07-14 07:04:11,NULL,7,Early Morning,NULL,Failed,Thursday
4333,City,NULL,No Cars Available,2016-07-14 07:13:05,NULL,7,Early Morning,NULL,Failed,Thursday
4344,City,NULL,No Cars Available,2016-07-14 07:15:56,NULL,7,Early Morning,NULL,Failed,Thursday
4334,City,NULL,No Cars Available,2016-07-14 07:18:15,NULL,7,Early Morning,NULL,Failed,Thursday
4347,City,NULL,No Cars Available,2016-07-14 07:18:44,NULL,7,Early Morning,NULL,Failed,Thursday
4352,City,NULL,No Cars Available,2016-07-14 07:21:03,NULL,7,Early Morning,NULL,Failed,Thursday
4348,City,NULL,No Cars Available,2016-07-14 07:23:46,NULL,7,Early Morning,NULL,Failed,Thursday
4353,City,NULL,No Cars Available,2016-07-14 07:24:00,NULL,7,Early Morning,NULL,Failed,Thursday
4362,City,NULL,No Cars Available,2016-07-14 07:30:16,NULL,7,Early Morning,NULL,Failed,Thursday
4367,City,NULL,No Cars Available,2016-07-14 07:35:22,NULL,7,Early Morning,NULL,Failed,Thursday
4373,City,NULL,No Cars Available,2016-07-14 07:39:56,NULL,7,Early Morning,NULL,Failed,Thursday
4382,City,NULL,No Cars Available,2016-07-14 07:48:04,NULL,7,Early Morning,NULL,Failed,Thursday
4393,City,NULL,No Cars Available,2016-07-14 07:54:34,NULL,7,Early Morning,NULL,Failed,Thursday
4394,City,NULL,No Cars Available,2016-07-14 08:00:33,NULL,8,Morning,NULL,Failed,Thursday
4405,City,NULL,No Cars Available,2016-07-14 08:01:13,NULL,8,Morning,NULL,Failed,Thursday
4407,City,NULL,No Cars Available,2016-07-14 08:08:27,NULL,8,Morning,NULL,Failed,Thursday
4412,City,NULL,No Cars Available,2016-07-14 08:11:45,NULL,8,Morning,NULL,Failed,Thursday
4424,City,NULL,No Cars Available,2016-07-14 08:17:26,NULL,8,Morning,NULL,Failed,Thursday
4437,City,NULL,No Cars Available,2016-07-14 08:24:18,NULL,8,Morning,NULL,Failed,Thursday
4436,City,NULL,No Cars Available,2016-07-14 08:24:27,NULL,8,Morning,NULL,Failed,Thursday
4432,City,NULL,No Cars Available,2016-07-14 08:24:31,NULL,8,Morning,NULL,Failed,Thursday
4429,City,NULL,No Cars Available,2016-07-14 08:25:23,NULL,8,Morning,NULL,Failed,Thursday
4449,City,NULL,No Cars Available,2016-07-14 08:29:45,NULL,8,Morning,NULL,Failed,Thursday
4453,City,NULL,No Cars Available,2016-07-14 08:36:08,NULL,8,Morning,NULL,Failed,Thursday
4460,City,NULL,No Cars Available,2016-07-14 08:36:39,NULL,8,Morning,NULL,Failed,Thursday
4474,City,NULL,No Cars Available,2016-07-14 08:43:46,NULL,8,Morning,NULL,Failed,Thursday
4466,City,NULL,No Cars Available,2016-07-14 08:46:09,NULL,8,Morning,NULL,Failed,Thursday
4473,City,NULL,No Cars Available,2016-07-14 08:48:43,NULL,8,Morning,NULL,Failed,Thursday
4477,City,NULL,No Cars Available,2016-07-14 08:51:05,NULL,8,Morning,NULL,Failed,Thursday
4493,City,NULL,No Cars Available,2016-07-14 08:52:53,NULL,8,Morning,NULL,Failed,Thursday
4494,City,NULL,No Cars Available,2016-07-14 08:58:03,NULL,8,Morning,NULL,Failed,Thursday
4490,City,NULL,No Cars Available,2016-07-14 09:00:23,NULL,9,Morning,NULL,Failed,Thursday
4508,City,NULL,No Cars Available,2016-07-14 09:05:56,NULL,9,Morning,NULL,Failed,Thursday
4495,City,NULL,No Cars Available,2016-07-14 09:06:02,NULL,9,Morning,NULL,Failed,Thursday
4513,City,NULL,No Cars Available,2016-07-14 09:06:46,NULL,9,Morning,NULL,Failed,Thursday
4502,City,NULL,No Cars Available,2016-07-14 09:07:30,NULL,9,Morning,NULL,Failed,Thursday
4528,City,NULL,No Cars Available,2016-07-14 09:27:58,NULL,9,Morning,NULL,Failed,Thursday
4526,City,NULL,No Cars Available,2016-07-14 09:28:49,NULL,9,Morning,NULL,Failed,Thursday
4522,Airport,NULL,No Cars Available,2016-07-14 09:28:53,NULL,9,Morning,NULL,Failed,Thursday
4537,City,NULL,No Cars Available,2016-07-14 09:36:28,NULL,9,Morning,NULL,Failed,Thursday
